"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","significance"
1.57506790396384e-77,-0.871608780613687,0.056,0.111,4.74268696562553e-73,"CTIF","Down in KO"
1.75625815181382e-77,-0.375858355603378,0.102,0.177,5.2882689209266e-73,"C15orf65","NS"
1.93647407399588e-77,-0.50139529471413,0.314,0.433,5.83091708420898e-73,"MFF","Down in KO"
1.97512915990563e-77,-0.356109022112486,0.241,0.353,5.94731141339184e-73,"CMC2","NS"
1.99332231055512e-77,-0.454389343072955,0.306,0.422,6.00209280931252e-73,"MRPS5","NS"
2.09896857265991e-77,-0.386386746335632,0.162,0.255,6.32020426913624e-73,"COX11","NS"
2.24707461597466e-77,-0.657961137204703,0.089,0.157,6.7661663761613e-73,"C1orf50","Down in KO"
3.68486997149238e-77,1.18060173337891,0.237,0.165,1.10955119711607e-72,"TBC1D9","Up in KO"
4.00387464781489e-77,-0.896871157531877,0.17,0.252,1.20560669520354e-72,"KLHL23","Down in KO"
4.4662576352999e-77,-0.583277303102881,0.134,0.216,1.34483483656515e-72,"STK25","Down in KO"
5.37758959262085e-77,-0.409591852170635,0.273,0.391,1.61924600223406e-72,"RAB11B","NS"
6.07888181316853e-77,-0.519707450057141,0.12,0.199,1.83041210276318e-72,"ATIC","Down in KO"
7.23547249343385e-77,0.974154802428331,0.297,0.228,2.17867312249787e-72,"WWC1","Up in KO"
8.23163311673021e-77,1.0593130741413,0.255,0.184,2.47862704777863e-72,"TLN2","Up in KO"
8.7274990504668e-77,1.02875475918544,0.264,0.193,2.62793723908606e-72,"HSBP1L1","Up in KO"
9.67430935086001e-77,1.39962750704262,0.152,0.086,2.91303128863746e-72,"KTN1-AS1","Up in KO"
1.18008899721099e-76,-0.5474895754383,0.103,0.177,3.55336597950202e-72,"TIMM22","Down in KO"
1.33056810129462e-76,1.25345391819658,0.144,0.078,4.00647360980824e-72,"SEMA3C","Up in KO"
1.40556304367123e-76,-0.439911894539074,0.231,0.337,4.23229088079844e-72,"PSMD13","NS"
1.51363799957972e-76,1.43388259837191,0.25,0.18,4.55771538053451e-72,"AKAP12","Up in KO"
1.58723292198468e-76,-0.589468564626433,0.091,0.16,4.77931705138807e-72,"SV2A","Down in KO"
3.32971093353185e-76,-1.18256736755303,0.059,0.114,1.00260925919577e-71,"BACH2","Down in KO"
4.84938309788716e-76,-0.56149804747309,0.078,0.142,1.4601977446048e-71,"C16orf46","Down in KO"
5.97821213121744e-76,-0.579475371150367,0.089,0.158,1.80009945483088e-71,"SGTA","Down in KO"
6.30059969448973e-76,-0.438162266423291,0.113,0.191,1.8971735740078e-71,"NUDT16","NS"
7.12953377467606e-76,-0.396565967018205,0.275,0.39,2.14677391489271e-71,"RHBDD2","NS"
7.14030151492612e-76,-0.801601385614248,0.086,0.152,2.1500161891594e-71,"HIST1H2AC","Down in KO"
7.88894325981518e-76,0.997257596654763,0.272,0.2,2.37543970496295e-71,"PLD5","Up in KO"
8.21614351587259e-76,-0.459639007785564,0.449,0.571,2.4739629740644e-71,"COA3","NS"
8.39802704994492e-76,-0.57546876272831,0.055,0.11,2.52872992500891e-71,"YIPF1","Down in KO"
8.39845057161779e-76,-0.48689213642419,0.126,0.207,2.52885745161983e-71,"AKT1","NS"
9.16301565161159e-76,-0.344308967409083,0.735,0.778,2.75907564285677e-71,"MYL12B","NS"
9.54019372272171e-76,-0.409462806941172,0.136,0.221,2.87264773184873e-71,"TOLLIP","NS"
1.00767340861727e-75,-0.670723624303411,0.101,0.173,3.03420540068747e-71,"FANCF","Down in KO"
1.02826622185843e-75,-0.474447925940309,0.366,0.479,3.09621242063791e-71,"ITM2C","NS"
1.26988397674756e-75,0.748912831162753,0.383,0.322,3.82374764238459e-71,"TTC17","Up in KO"
1.36528009680835e-75,0.407963077760061,0.587,0.551,4.11099489949962e-71,"TOMM20","NS"
1.52323762105322e-75,-0.444855643906435,0.256,0.368,4.58662080075336e-71,"NDUFS1","NS"
1.66130697638399e-75,-0.731528685925797,0.059,0.115,5.00236143658984e-71,"TEAD2","Down in KO"
2.63040690988525e-75,-0.568848580577203,0.088,0.156,7.92041824635547e-71,"CDK16","Down in KO"
4.15935008181252e-75,-1.29323770069034,0.699,0.731,1.25242190313457e-70,"BASP1","Down in KO"
5.27881203778306e-75,-0.517127166563459,0.141,0.224,1.58950309269686e-70,"DNMT3A","Down in KO"
5.91483304129028e-75,0.425802138178622,0.528,0.466,1.78101537706292e-70,"DNPH1","NS"
6.2220204773143e-75,-0.624858735278916,0.096,0.167,1.87351258592411e-70,"CCM2","Down in KO"
6.38754041974793e-75,-0.462472323493773,0.202,0.301,1.9233522957903e-70,"IFT52","NS"
6.94362640707608e-75,-0.526405529612304,0.072,0.133,2.09079534743468e-70,"AC105916.1","Down in KO"
7.58235382345562e-75,0.724118866122097,0.341,0.274,2.28312255978072e-70,"MT-ATP8","Up in KO"
7.71208832040513e-75,-0.534788822488909,0.048,0.1,2.32218691415719e-70,"GPR143","Down in KO"
7.79072848845893e-75,-0.29646506937832,0.861,0.875,2.34586625515987e-70,"CALM2","NS"
7.8387150690465e-75,1.30886721384237,0.156,0.088,2.36031549444059e-70,"TP53BP2","Up in KO"
7.92970423909424e-75,-0.512584809384,0.173,0.266,2.38771324343367e-70,"SORBS2","Down in KO"
1.11795456421249e-74,0.562996456753533,0.484,0.438,3.36627298830023e-70,"TOP1","Up in KO"
1.13379588420842e-74,0.852695818853462,0.344,0.274,3.41397278693997e-70,"LGI1","Up in KO"
1.26532256966926e-74,0.710762056159765,0.363,0.297,3.81001278953112e-70,"SMARCA2","Up in KO"
1.67593572731281e-74,-0.600637277140903,0.07,0.131,5.0464100685116e-70,"ARHGAP1","Down in KO"
1.74443313266298e-74,-0.456144292326631,0.144,0.229,5.25266260576151e-70,"PLEKHB2","NS"
1.81238020682037e-74,-0.399021600741781,0.264,0.377,5.45725804075682e-70,"EIF4A3","NS"
2.22454025002609e-74,1.20600877018423,0.251,0.182,6.69831314685357e-70,"SNCAIP","Up in KO"
2.22809785840333e-74,-0.665995671920359,0.178,0.267,6.70902546143825e-70,"EIF4EBP1","Down in KO"
2.91815887365485e-74,-0.511868368712512,0.1,0.171,8.78686818446213e-70,"KXD1","Down in KO"
3.22619090331162e-74,-0.575837366338223,0.072,0.133,9.71438342896163e-70,"DENND6B","Down in KO"
3.54045795869114e-74,-0.378254869424987,0.251,0.362,1.06606729594149e-69,"PTRHD1","NS"
3.87199751117999e-74,-0.596974683829975,0.058,0.113,1.16589717059141e-69,"ZNF124","Down in KO"
3.91582765290859e-74,-0.400406231764925,0.132,0.214,1.17909486456731e-69,"TM7SF3","NS"
4.12763819670923e-74,0.772365793948471,0.324,0.253,1.24287313741112e-69,"RBMS3","Up in KO"
4.28484058098634e-74,-0.558235361393327,0.079,0.143,1.2902083473408e-69,"AC008267.5","Down in KO"
4.40025371496666e-74,-0.656122360549052,0.061,0.118,1.32496039611361e-69,"ACTR1B","Down in KO"
4.51502644687398e-74,0.906131578143564,0.273,0.194,1.35951961341822e-69,"LRRC4C","Up in KO"
4.63793672118513e-74,-0.635353995094856,0.054,0.108,1.39652912611605e-69,"LDLRAP1","Down in KO"
4.66778756064246e-74,0.971065100453258,0.192,0.121,1.40551751238505e-69,"CMBL","Up in KO"
4.86167992258828e-74,-0.627671775655029,0.136,0.215,1.46390044149056e-69,"NAV1","Down in KO"
5.5123771373323e-74,1.18522360910229,0.215,0.145,1.65983187982213e-69,"REST","Up in KO"
5.84076495074641e-74,-0.584518962930366,0.089,0.157,1.75871273431925e-69,"HTRA2","Down in KO"
5.92526411366191e-74,-0.365717486301056,0.676,0.725,1.78415627726474e-69,"SARAF","NS"
6.28164090559278e-74,-0.515578424938594,0.134,0.216,1.89146489308304e-69,"TIMM50","Down in KO"
7.21664696701314e-74,-0.448338124268427,0.136,0.219,2.17300456823733e-69,"BAG6","NS"
7.80763386654047e-74,0.940915699040529,0.244,0.171,2.350956633554e-69,"ARCN1","Up in KO"
8.8382314285329e-74,-0.564834505089959,0.695,0.74,2.66127986544554e-69,"DBI","Down in KO"
9.25063618440305e-74,0.819064841931966,0.338,0.273,2.7854590614856e-69,"SEPTIN10","Up in KO"
1.12492273385107e-73,0.772019072064101,0.313,0.242,3.38725484389897e-69,"ZMYM4","Up in KO"
1.22121129603338e-73,-0.578646018842451,0.076,0.139,3.67718933348611e-69,"SLC22A23","Down in KO"
1.42181463980568e-73,-0.512488883255266,0.435,0.546,4.28122606191887e-69,"RPAIN","Down in KO"
1.47841615265766e-73,-0.802154450657076,0.092,0.158,4.45165887726747e-69,"TRIM24","Down in KO"
1.56499087319097e-73,-0.525280979693719,0.272,0.376,4.71234401826532e-69,"CELF2","Down in KO"
1.89338810383248e-73,0.790645680042494,0.37,0.305,5.70118091944997e-69,"CEP112","Up in KO"
2.6723469399497e-73,-0.436465490822557,0.15,0.237,8.04670387088255e-69,"PPIF","NS"
2.74805128735681e-73,-0.535682607551099,0.118,0.194,8.27465723136009e-69,"TMEM237","Down in KO"
2.93635216763673e-73,-0.432157447368994,0.613,0.696,8.84165001197095e-69,"SLIRP","NS"
3.31901470468983e-73,-0.655482373574327,0.062,0.118,9.99388517729155e-69,"FBXO8","Down in KO"
3.79558276163667e-73,-0.405080301653305,0.266,0.377,1.14288792535642e-68,"ELAVL1","NS"
4.53620265617335e-73,-0.536835479347128,0.078,0.141,1.36589598180036e-68,"ZNF827","Down in KO"
4.5385897906092e-73,-0.415830527034613,0.106,0.18,1.36661477185033e-68,"SPATA33","NS"
5.77677699242913e-73,0.432633052237708,0.418,0.341,1.73944532019033e-68,"HMGCS1","NS"
6.52904479470587e-73,0.733028412074979,0.392,0.339,1.96596067813389e-68,"TMEM141","Up in KO"
7.41633999114279e-73,-0.69583679572801,0.065,0.123,2.233134134733e-68,"ISOC1","Down in KO"
8.787140057137e-73,-0.328204032683824,0.225,0.334,2.64589574260452e-68,"ALDH2","NS"
1.0560168873787e-72,-0.404439827114647,0.603,0.692,3.17977244958602e-68,"PSMA2","NS"
1.49662651890775e-72,-0.679862882516775,0.076,0.137,4.50649211108312e-68,"CTSC","Down in KO"
1.54020560760661e-72,-0.511736831898707,0.306,0.423,4.63771310506425e-68,"CRYBB2","Down in KO"
1.54432184504161e-72,0.418904352624973,0.441,0.366,4.65010750760478e-68,"LRP1B","NS"
1.55671393984777e-72,-0.342576281769496,0.109,0.184,4.68742134427561e-68,"SLC18B1","NS"
1.59193876003657e-72,-0.739906350093381,0.163,0.246,4.79348680034612e-68,"SOBP","Down in KO"
1.66959221747945e-72,-0.518855508217115,0.078,0.141,5.02730912605237e-68,"TMEM69","Down in KO"
1.67526596617526e-72,-0.354149802604551,0.235,0.343,5.04439335075032e-68,"MFSD14A","NS"
1.68005698914605e-72,-0.390976500619395,0.183,0.277,5.05881960001767e-68,"WASHC3","NS"
2.63900997054399e-72,-0.419963674316718,0.146,0.231,7.94632292230501e-68,"ATP6V1A","NS"
3.97395920612364e-72,-0.437374120233292,0.108,0.182,1.19659885655589e-67,"TMEM11","NS"
4.49730136400373e-72,-0.351854766455096,0.236,0.344,1.35418241371516e-67,"MED31","NS"
5.19558648866851e-72,-0.614803290952276,0.125,0.202,1.56444304760297e-67,"FAM181B","Down in KO"
5.35615245628597e-72,-0.331824288773833,0.246,0.356,1.61279106611227e-67,"ACO2","NS"
5.58763561496225e-72,-0.372213521942629,0.186,0.282,1.68249296002128e-67,"TMEM251","NS"
6.0562075698329e-72,0.949894604052003,0.271,0.203,1.82358466135239e-67,"ST5","Up in KO"
6.47943462011811e-72,-0.611806548812434,0.086,0.15,1.95102255846376e-67,"ZNF286A","Down in KO"
6.54689695027029e-72,-0.540178692093318,0.066,0.124,1.97133614069589e-67,"LYRM7","Down in KO"
7.02196402576412e-72,1.09521689419838,0.225,0.155,2.11438358779783e-67,"CTDSPL2","Up in KO"
8.46559312201876e-72,-0.367305945062035,0.23,0.334,2.54907474497107e-67,"PIGF","NS"
9.3812739745164e-72,1.28651415142726,0.203,0.135,2.82479540646663e-67,"RAVER2","Up in KO"
1.26447303216902e-71,-0.421451083276919,0.205,0.303,3.80745474716413e-67,"MED10","NS"
1.41042364312769e-71,-0.460788277695507,0.154,0.24,4.2469266318218e-67,"MRPS9","NS"
1.58147226996888e-71,1.50185849075367,0.111,0.053,4.76197115210329e-67,"ECE1","Up in KO"
1.5968643564606e-71,-0.451333371172332,0.123,0.2,4.80831826373851e-67,"PEF1","NS"
2.07913612061284e-71,1.19379053588746,0.174,0.106,6.26048677277731e-67,"NOC3L","Up in KO"
2.24647094888287e-71,-0.87546474756713,0.065,0.122,6.76434867418121e-67,"GAB2","Down in KO"
2.46932362205099e-71,0.463925668672123,0.497,0.432,7.43538035835772e-67,"ZFP36L1","NS"
2.71322785990102e-71,-0.354082316994591,0.12,0.198,8.16980040894795e-67,"RAB1B","NS"
3.08101427575809e-71,1.1739559367112,0.209,0.142,9.27724208573519e-67,"ENOSF1","Up in KO"
3.08183258624499e-71,1.05135558202132,0.22,0.149,9.27970610044228e-67,"SHFL","Up in KO"
3.43709171577114e-71,1.05040959255165,0.252,0.178,1.03494268653585e-66,"TNFRSF11B","Up in KO"
3.78547910515431e-71,-0.407080621020043,0.211,0.308,1.13984561335301e-66,"USP11","NS"
4.07908884242595e-71,-0.470831780023,0.187,0.28,1.22825444134288e-66,"UTP11","NS"
4.11140966558082e-71,-0.551480274494075,0.099,0.168,1.23798656440304e-66,"CCND3","Down in KO"
4.40591347593928e-71,-0.757768295375142,0.104,0.172,1.32666460674008e-66,"CHD7","Down in KO"
6.02205845283272e-71,-0.529601649436196,0.195,0.287,1.81330202073246e-66,"AC068587.4","Down in KO"
6.09899266473421e-71,0.934877323100687,0.251,0.179,1.83646768127812e-66,"SH3PXD2B","Up in KO"
6.40912076226753e-71,0.96487820134468,0.26,0.19,1.92985035272638e-66,"SLC30A10","Up in KO"
6.9961016440624e-71,-0.361832567511683,0.212,0.314,2.10659616604363e-66,"WBP1","NS"
7.88750304794886e-71,-0.608114440466935,0.072,0.132,2.37500604276788e-66,"MAPKAPK2","Down in KO"
8.49446094363251e-71,-0.45026555575694,0.152,0.236,2.55776713473719e-66,"KIAA1958","NS"
8.95666154854535e-71,-0.306119113153879,0.225,0.331,2.69694035888249e-66,"NDUFA9","NS"
9.17100730223643e-71,0.955310992504243,0.244,0.175,2.76148200877641e-66,"PPFIA1","Up in KO"
9.96303610109638e-71,-0.603656636323863,0.089,0.154,2.99996980040113e-66,"RAB31","Down in KO"
1.03028249424564e-70,-0.595655338202239,0.051,0.102,3.10228361842304e-66,"SPEF1","Down in KO"
1.09657955097503e-70,-0.554565115401987,0.104,0.174,3.30191068594092e-66,"RBM4B","Down in KO"
1.28757008874094e-70,0.697792215533431,0.412,0.363,3.87700229420784e-66,"FBXO21","Up in KO"
1.82400933885917e-70,-0.383038801376888,0.766,0.747,5.49227452023886e-66,"GNG5","NS"
1.87965910237067e-70,1.19923471031106,0.145,0.081,5.65984152314832e-66,"SLC29A4","Up in KO"
1.98308573153426e-70,-0.708413604163582,0.355,0.435,5.97126944622282e-66,"FRZB","Down in KO"
2.30747973960796e-70,-0.810713467395034,0.08,0.141,6.94805224393353e-66,"LIN7B","Down in KO"
2.35005672482703e-70,-0.527857545169287,0.102,0.171,7.07625580412668e-66,"SRR","Down in KO"
3.13641948047893e-70,0.41925770388912,0.436,0.362,9.4440726976701e-66,"TPM2","NS"
3.16739792355499e-70,-0.4604785629205,0.125,0.201,9.53735188761642e-66,"MAP7D1","NS"
3.42583073265022e-70,0.8009728212048,0.242,0.168,1.03155189190831e-65,"PMP22","Up in KO"
3.49151243287174e-70,1.43102439022978,0.16,0.096,1.05132930866201e-65,"CAVIN1","Up in KO"
3.82306038480297e-70,0.874688303645956,0.166,0.097,1.15116171246802e-65,"DCN","Up in KO"
3.90690746703273e-70,0.334472532428747,0.586,0.548,1.17640890739823e-65,"CFDP1","NS"
3.91133986290794e-70,0.897811125407004,0.312,0.248,1.17774354612021e-65,"LPGAT1","Up in KO"
4.76966202455058e-70,1.18128244009965,0.188,0.121,1.43619293221243e-65,"DCP2","Up in KO"
4.94000987464761e-70,-0.412442910761896,0.434,0.55,1.48748637335514e-65,"SCP2","NS"
4.95531069428136e-70,1.12386943762705,0.211,0.143,1.49209360315506e-65,"NOB1","Up in KO"
4.99477254577502e-70,-0.556381158445625,0.082,0.146,1.50397596125832e-65,"NOL12","Down in KO"
5.28561687419634e-70,-0.601352084496105,0.052,0.104,1.59155209698926e-65,"KATNB1","Down in KO"
5.59640063595952e-70,-0.455241364699215,0.099,0.169,1.68513219549377e-65,"PPP1R42","NS"
6.51887357313299e-70,-0.39881146042277,0.112,0.185,1.96289802160607e-65,"FBXW9","NS"
7.70872230908773e-70,-1.07168293865621,0.056,0.107,2.32117337448941e-65,"NNMT","Down in KO"
8.2178661054883e-70,-0.352942149628038,0.282,0.395,2.47448166302358e-65,"SDHD","NS"
8.94412893658547e-70,-0.681546486915467,0.079,0.139,2.69316666409525e-65,"RALGPS2","Down in KO"
9.27420029297415e-70,-0.375030629844453,0.149,0.234,2.79255445021745e-65,"CYB5R1","NS"
9.51443068260609e-70,-0.579965999158566,0.239,0.333,2.86489022283952e-65,"EHBP1","Down in KO"
9.97477489445031e-70,0.417256567937382,0.47,0.41,3.00350446846793e-65,"JMJD1C","NS"
1.09905041402047e-69,-0.534359077902067,0.081,0.144,3.30935070165704e-65,"TMEM175","Down in KO"
1.16471579264043e-69,-0.427416900449758,0.217,0.318,3.50707572321959e-65,"C22orf39","NS"
1.39955054920456e-69,-0.573656919381997,0.35,0.455,4.21418665870985e-65,"DDAH2","Down in KO"
1.41718260510991e-69,0.647161855823127,0.426,0.375,4.26727854224644e-65,"GINM1","Up in KO"
1.48528808173507e-69,-0.406204348820208,0.135,0.215,4.47235094291247e-65,"NUTM2B-AS1","NS"
1.72469826672179e-69,-0.334101745632684,0.778,0.81,5.19323895092599e-65,"NDUFB11","NS"
2.39082695456106e-69,1.27062769606073,0.169,0.104,7.1990190428788e-65,"CTSV","Up in KO"
2.46616049287783e-69,-0.483723378649177,0.137,0.217,7.42585586010444e-65,"TRIM52-AS1","NS"
2.81160999020242e-69,-0.402190268057554,0.308,0.419,8.4660388414985e-65,"TMEM161B-AS1","NS"
3.02875783215409e-69,-0.475399911241261,0.388,0.495,9.11989270839919e-65,"GIHCG","NS"
3.15400853487205e-69,-0.646466689661624,0.077,0.138,9.49703509935322e-65,"CAPN1","Down in KO"
3.16878273166624e-69,0.755857040243564,0.301,0.231,9.54152168332021e-65,"YTHDC1","Up in KO"
3.62226913535744e-69,-0.364417394949836,0.226,0.33,1.09070145934748e-64,"RAP1A","NS"
3.67895360804783e-69,-0.408946198093271,0.187,0.28,1.10776972091928e-64,"PCNA","NS"
3.96577542568213e-69,1.00883776758921,0.275,0.209,1.19413463842715e-64,"LPCAT1","Up in KO"
4.06533512364496e-69,1.1763080100912,0.234,0.167,1.22411305908073e-64,"PEAK1","Up in KO"
4.31341402649348e-69,-0.466692754413651,0.104,0.174,1.29881209751745e-64,"TAF13","NS"
5.35893330178079e-69,-0.635112668725298,0.056,0.109,1.61362840649921e-64,"TMEM189","Down in KO"
8.02355329021198e-69,0.881229222630968,0.299,0.234,2.41597213121573e-64,"IFT88","Up in KO"
9.668687033851e-69,-0.620257770535413,0.085,0.148,2.91133835276288e-64,"GPRC5B","Down in KO"
1.05889194429032e-68,-0.360713542760556,0.281,0.394,3.18842953345259e-64,"RAB18","NS"
1.34408973046333e-68,-0.341136315890071,0.116,0.19,4.04718858739814e-64,"PIGK","NS"
1.42291226101467e-68,-0.458360584332868,0.1,0.168,4.28453110914129e-64,"CS","NS"
1.55531684713812e-68,0.65168481146913,0.31,0.242,4.6832145584176e-64,"SNHG5","Up in KO"
1.78138519939537e-68,-0.335225049406128,0.291,0.405,5.36392897389939e-64,"SAR1B","NS"
2.00866952979195e-68,-0.585886939783583,0.109,0.179,6.04830482115654e-64,"POLR2D","Down in KO"
2.55874767289722e-68,-0.373928428988427,0.187,0.281,7.70464511786082e-64,"SNAPC5","NS"
2.67374841022212e-68,1.40377021187312,0.115,0.057,8.05092383801981e-64,"NMI","Up in KO"
2.80905750521577e-68,-0.716010585262726,0.164,0.244,8.45835305395519e-64,"FRMD4A","Down in KO"
3.37262097826508e-68,0.73610685482577,0.364,0.304,1.0155299027654e-63,"TAF15","Up in KO"
3.44685683958508e-68,-0.302901833113609,0.192,0.289,1.03788306296746e-63,"MED21","NS"
3.4492846340081e-68,-0.645850165493789,0.295,0.398,1.03861409614618e-63,"CNTNAP2","Down in KO"
3.46975456653312e-68,0.862381715503021,0.306,0.245,1.04477779752879e-63,"NCK1","Up in KO"
3.67256582387732e-68,-0.521718862673353,0.071,0.13,1.1058462952277e-63,"AP1M1","Down in KO"
3.79971497350954e-68,-0.405283576310843,0.145,0.227,1.14413217567346e-63,"CARS2","NS"
4.27384971105742e-68,-0.721159462164912,0.059,0.113,1.2868988864965e-63,"VCPKMT","Down in KO"
4.45203787307239e-68,-0.514327255354904,0.072,0.131,1.34055312396083e-63,"ARNT2","Down in KO"
4.52058213398928e-68,-0.449460100429494,0.16,0.246,1.36119248636551e-63,"SRSF8","NS"
5.51589228046289e-68,0.873946139726342,0.287,0.219,1.66089032457018e-63,"ANKHD1","Up in KO"
5.92265135826336e-68,-0.657791036631234,0.184,0.269,1.78336955048668e-63,"GPHN","Down in KO"
5.98925533429337e-68,-0.526271346092111,0.08,0.141,1.80342467370908e-63,"GFOD2","Down in KO"
6.40541504186184e-68,-1.68496468402528,0.073,0.128,1.92873452325502e-63,"AL118516.1","Down in KO"
6.97308558507476e-68,0.441101283709894,0.524,0.486,2.09966580052186e-63,"SIVA1","NS"
8.10881443264461e-68,-0.304383492263786,0.166,0.256,2.44164511381362e-63,"ALKBH5","NS"
9.40812689314949e-68,-0.713360223501037,0.057,0.109,2.83288108879624e-63,"AC008915.2","Down in KO"
9.65786553263849e-68,-0.336608878655801,0.213,0.313,2.90807989053277e-63,"MRPL16","NS"
1.24166394283298e-67,-0.257455575894335,0.171,0.262,3.73877429826438e-63,"DERL1","NS"
1.25544459914609e-67,-0.452757528610976,0.331,0.446,3.78026923248878e-63,"SKA2","NS"
1.37141701498998e-67,-0.701349179773855,0.055,0.107,4.12947377383633e-63,"ZNF514","Down in KO"
1.51220820678245e-67,1.35038934845941,0.119,0.061,4.55341013144264e-63,"PER3","Up in KO"
1.63660954071814e-67,-0.370969085489769,0.167,0.254,4.92799498805638e-63,"RNF167","NS"
1.64644839972734e-67,1.05445565328798,0.19,0.125,4.95762077641899e-63,"EIF4EBP3","Up in KO"
1.66804058112829e-67,0.774766689139092,0.324,0.26,5.02263699383539e-63,"FNBP4","Up in KO"
1.90478860811592e-67,-0.52346289638899,0.12,0.193,5.73550897789785e-63,"CAB39","Down in KO"
2.4336623134939e-67,-0.398045810894497,0.493,0.591,7.32800059216149e-63,"NDUFS7","NS"
2.89053398433675e-67,-0.399050836423517,0.126,0.202,8.70368688023639e-63,"TRAPPC2B","NS"
3.40405387919334e-67,-0.640817564290194,0.41,0.485,1.02499466356391e-62,"KIF9","Down in KO"
3.78709600980718e-67,-0.61233915701454,0.06,0.114,1.14033247951304e-62,"GLCCI1","Down in KO"
4.26149124228725e-67,-0.403472146262368,0.23,0.331,1.28317762796511e-62,"LAMP1","NS"
4.90578993224154e-67,0.657377120336685,0.379,0.32,1.47718240649725e-62,"PCM1","Up in KO"
4.96890863446735e-67,-0.61147542760619,0.081,0.143,1.49618807892446e-62,"SMUG1","Down in KO"
5.80490056184835e-67,-0.367014348413506,0.663,0.72,1.74791360817816e-62,"RCN2","NS"
6.87156446782449e-67,-0.459924869498159,0.434,0.54,2.06909677690663e-62,"RHEB","NS"
7.43687885547359e-67,-0.352955106313696,0.272,0.382,2.23931859217165e-62,"SDHB","NS"
8.85478471657161e-67,-0.719678303787866,0.092,0.154,2.66626422600688e-62,"LINC02762","Down in KO"
1.05190311984378e-66,0.327415001110926,0.473,0.412,3.1673854841616e-62,"NFIB","NS"
1.11652352679177e-66,-0.597379428459507,0.083,0.144,3.3619639915227e-62,"TTC9","Down in KO"
1.18001659492716e-66,-0.431073825448954,0.124,0.198,3.55314796898516e-62,"RAB22A","NS"
1.19885977319229e-66,-0.696095124795852,0.092,0.154,3.60988666305929e-62,"ZC3H8","Down in KO"
1.39691092382246e-66,0.612599882411942,0.385,0.324,4.2062384827218e-62,"DOCK3","Up in KO"
1.5026191139225e-66,1.10052210892066,0.235,0.169,4.52453641393205e-62,"MEF2A","Up in KO"
1.70767900638866e-66,1.39936717141021,0.149,0.088,5.1419922561369e-62,"SSX2IP","Up in KO"
2.06274907747195e-66,-0.44151946282416,0.097,0.163,6.21114374717578e-62,"TNPO2","NS"
2.29806373592865e-66,0.772798637960005,0.279,0.207,6.91969971525476e-62,"MRC2","Up in KO"
2.38037085717186e-66,1.56242761424158,0.133,0.074,7.16753468803019e-62,"FAM126A","Up in KO"
3.10165207493876e-66,1.25895023259481,0.205,0.14,9.33938456284811e-62,"NDNF","Up in KO"
3.51230676681569e-66,-0.552474435450079,0.086,0.149,1.05759069055587e-61,"MKKS","Down in KO"
3.71119195558367e-66,0.800926213795498,0.271,0.2,1.1174770097458e-61,"APCDD1","Up in KO"
4.24281163401755e-66,-0.370265275620623,0.292,0.403,1.27755301111903e-61,"UQCRC1","NS"
4.41373593308161e-66,-0.441592542479606,0.542,0.638,1.3290200268102e-61,"BEX4","NS"
4.51339182874535e-66,-0.804657989365427,0.066,0.12,1.35902741355351e-61,"SCAMP5","Down in KO"
4.63853081066647e-66,0.581169359292935,0.386,0.324,1.39670801239978e-61,"ASH1L","Up in KO"
4.92134376086197e-66,-0.405049270182054,0.168,0.255,1.48186581983315e-61,"PRAF2","NS"
4.94096713921738e-66,-0.405044148175487,0.463,0.569,1.48777461528974e-61,"VPS28","NS"
5.06664479218428e-66,0.824977422677095,0.318,0.256,1.52561741337461e-61,"NCALD","Up in KO"
5.09758442169246e-66,-0.543080965365799,0.132,0.207,1.53493364521582e-61,"CHCHD6","Down in KO"
5.5836882575939e-66,1.14970133707456,0.206,0.14,1.6813043712441e-61,"UGCG","Up in KO"
7.20629388751356e-66,-0.351520884926258,0.094,0.16,2.16988715246921e-61,"ABCA4","NS"
7.76690605945173e-66,-0.531237694631049,0.102,0.17,2.33869308356151e-61,"CCDC115","Down in KO"
8.38571973372959e-66,-0.889278826755899,0.094,0.156,2.52502406902332e-61,"RNF24","Down in KO"
8.79456701599095e-66,-0.550095185817799,0.062,0.115,2.64813207418504e-61,"ZNF599","Down in KO"
1.07654324992491e-65,-0.426248942921678,0.204,0.299,3.24157937984889e-61,"MTRNR2L8","NS"
1.14703032738106e-65,-0.411017980950637,0.091,0.155,3.45382301877711e-61,"POMGNT1","NS"
1.25657865990713e-65,-0.362868396850647,0.151,0.233,3.78368400284637e-61,"EEF1AKMT1","NS"
1.25970086080656e-65,-0.581522917710675,0.092,0.156,3.79308526197464e-61,"ZNF562","Down in KO"
1.39355123590805e-65,-0.439875459741114,0.523,0.62,4.19612212644274e-61,"CAMTA1","NS"
1.51122859247602e-65,1.43110688859984,0.155,0.094,4.55046041480455e-61,"LATS2","Up in KO"
1.5950709120845e-65,-0.418978506253329,0.07,0.127,4.80291802337764e-61,"FAM219B","NS"
1.62043245118544e-65,-0.524122828765531,0.13,0.206,4.87928415376447e-61,"HAUS1","Down in KO"
1.72610096655027e-65,0.721737996614505,0.301,0.236,5.19746262037953e-61,"NOP53","Up in KO"
1.84604195141271e-65,-0.39340132478789,0.325,0.439,5.55861691989883e-61,"PPP2CA","NS"
